Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PhotoAmt,AdoptionSpeed
1,2,307,307,2,2,0,0,2,2,1,1,2,1,3,0,41326,3b074cadd2350de62dca7056b9bab6f4,0,5.0,1
2,36,285,0,2,2,4,0,2,3,1,1,1,1,1,350,41401,82942c8add12ca7839b64ff222d8569e,0,1.0,4
1,5,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,2f2bf240810f3942d88ce09a6354143c,0,5.0,3
2,4,265,0,2,5,0,0,2,2,1,1,2,1,1,0,41326,9522e058a2db7383f4b83e5279fd1439,0,3.0,4
1,12,141,307,1,1,0,0,2,1,3,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,7.0,2
1,11,179,0,2,4,0,0,2,2,2,1,2,1,1,0,41327,726738867d848a1b3e3be64469edc8db,0,3.0,4
1,3,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,3d7ca3cab309518e6512aa02984e809e,0,5.0,4
2,4,297,0,2,1,2,3,2,2,2,2,2,1,2,0,41326,4d0f4b83bd88ffe0dff2db53746f909b,0,2.0,2
2,3,266,0,3,1,6,7,2,1,2,2,2,1,5,0,41401,498ae9bee21dfc0070d4ae9e547c00c7,0,8.0,3
1,9,307,0,2,2,5,7,2,1,1,1,1,1,1,0,41326,2e53c8cd2454a77eb195a039ee28b8f6,0,11.0,4
1,3,141,307,2,2,7,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,1,2.0,3
1,3,307,0,1,1,0,0,2,2,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,6.0,2
2,2,266,0,2,1,2,6,2,1,2,1,2,1,1,0,41326,9a33dfc7f379c07f7088df788cce42be,0,2.0,2
1,2,307,103,2,1,2,0,2,2,1,1,2,1,1,0,41326,db784cbcf321e1d8856b312638b94113,0,3.0,0
1,2,307,0,2,7,0,0,2,1,2,2,2,1,1,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,5.0,4
2,2,266,299,1,2,0,0,1,1,2,2,2,1,1,0,41401,39849ebd0785eeecbb0ac4c91fb73510,0,3.0,2
2,3,266,0,1,1,6,7,2,1,2,2,2,1,1,0,41326,5aca30a29e8290093fee2a334d65d835,0,5.0,3
1,1,307,0,2,1,2,0,2,1,1,1,2,1,2,0,41401,c9417339f4428bfd810da30dd6e499b2,0,5.0,2
1,1,307,307,2,1,2,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,1.0,3
1,35,109,141,2,3,0,0,2,2,2,1,1,1,1,50,41336,4436950a0688eb8e376bc00845099e19,0,2.0,2
1,4,307,0,2,1,2,0,2,1,1,1,2,1,1,35,41401,58c88172beae9b13acb65b99eb7be864,0,5.0,3
2,4,265,266,2,1,0,0,2,2,2,1,2,1,1,0,41326,df29b9235fb983317087e4c995e7ab4c,0,2.0,2
1,84,103,0,1,1,2,0,4,1,1,1,2,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,1.0,3
1,12,179,0,1,6,0,0,1,1,1,3,3,3,1,0,41326,f653e5dd4437cf71e480354e6312ecf2,0,2.0,4
2,3,266,0,1,1,0,0,1,1,2,2,2,1,2,0,41401,45098e34b51cb4eae486c3c84adafbe6,0,2.0,3
2,4,265,0,1,1,2,5,1,2,3,3,3,1,1,0,41326,b2373c84f583f3c7ff9e958156211f7c,0,2.0,1
1,8,307,307,1,1,7,0,2,1,1,1,2,1,1,0,41401,7ffcbf500d2ecb04eca449e80f379c0f,0,6.0,2
1,2,307,0,1,1,5,7,2,1,1,1,2,1,2,0,41401,864cf39774b379d9bc93878c60445000,0,3.0,2
1,18,152,307,2,1,2,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,11.0,4
2,3,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41401,5fa084df1a63951f05e2014cd7a8e71f,0,2.0,3
2,6,292,266,1,3,0,0,2,2,2,2,2,1,1,0,41326,3c0800de21bf2b2350a7afc9da16d1b2,0,2.0,2
1,2,307,0,1,1,7,0,2,2,2,2,2,1,3,50,41326,c2b7211d0bd11ada23f0efbb40d20a62,0,1.0,4
1,24,179,0,1,5,0,0,2,2,1,1,2,1,1,0,41326,bbe7ebb241c9a6be18e6ed9f3020778c,0,4.0,1
1,1,307,307,3,1,2,0,2,1,2,1,2,2,3,0,41326,48eac884189aa37eb3e67dcee00c526d,0,5.0,1
1,9,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,3620db66753a6b2132f8aea08b3639fb,0,1.0,3
1,1,213,307,1,1,2,0,2,2,2,2,2,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,11.0,2
2,17,264,0,2,7,0,0,2,3,1,1,1,1,1,380,41326,001e42763024f9d4abe31e79472b1827,0,2.0,2
2,2,266,0,3,2,6,0,1,1,2,2,2,1,3,0,41335,e0cb9d8917cfcb19f18a9496ee2e2243,0,3.0,2
2,4,266,265,2,1,4,7,1,1,3,3,3,1,2,0,41326,b04fee3bcf272ffd65858d04b6c39b44,0,5.0,3
1,84,307,0,2,2,7,0,1,1,1,1,1,1,1,0,41326,d58457523e29e56615d405d36735ac20,0,2.0,4
1,1,71,307,2,1,7,0,2,1,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,4.0,3
2,24,264,285,1,6,7,0,3,3,1,1,1,1,1,250,41326,4e6c3bf689d06169c42aa9c647fcb996,0,5.0,1
1,7,195,179,2,1,2,0,2,2,1,1,2,1,1,100,41401,0b20b94201803d31d513012db2ea711c,0,2.0,1
1,12,141,0,1,1,7,0,3,1,3,3,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,6.0,2
1,60,60,128,3,1,2,7,1,1,1,1,1,1,2,0,41326,c4a730fefff715c6d452a4d60426b6dd,0,4.0,3
2,3,265,0,2,4,5,7,2,1,3,3,2,1,1,0,41401,0761cb7cdd933e22cf9596fe71e1af1d,0,1.0,4
2,8,266,247,2,2,0,0,2,1,1,1,2,1,5,100,41326,3cec8841a01e63d736a43a623756451a,0,1.0,4
1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41327,7f74401ff1a7ca18737bc527ccf23a45,0,1.0,4
2,1,265,266,3,1,6,7,1,2,2,2,2,1,2,0,41326,1565d406c559212ca01bba319c615c1f,0,16.0,1
1,1,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,eba983b85e34963999d476ccada91619,0,3.0,1
1,6,307,0,1,2,5,7,2,1,1,1,1,1,1,0,41326,a042471e0f43f2cf707104a1a138a7df,0,6.0,3
1,1,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,8.0,3
2,1,266,0,2,6,7,0,1,1,2,2,2,1,1,0,41336,cda9cadac8f524c705970b4ceccf2e5a,0,1.0,2
1,18,20,307,2,2,7,0,2,1,1,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,10.0,0
2,24,276,0,2,2,6,0,3,3,2,1,2,1,1,0,41401,bfbbc6b5c10cde1ca4870b47448685e3,0,1.0,0
2,4,266,0,2,3,6,7,1,1,1,1,2,1,1,0,41401,2c711fc92ce10361f5b624d5a9c1e139,0,4.0,2
2,5,282,0,2,6,7,0,2,2,3,3,3,1,1,0,41326,979f1fed655fe1ab41e7d2a6fce4853b,0,2.0,1
2,2,266,0,1,1,6,7,2,1,2,2,2,1,2,0,41336,c31f5b22890bffcda815c743c0e82d53,0,4.0,4
2,2,266,0,2,7,0,0,1,1,2,2,2,1,1,0,41326,10213fee4e71705c6ed8a4915b8d02a4,0,2.0,2
2,3,265,0,1,1,2,7,1,2,2,2,2,1,3,0,41401,365bbb44561458ef2fac76ad4243113c,0,3.0,2
1,2,307,0,3,1,2,5,2,1,2,2,2,1,2,0,41326,f3cd8a9f851f8fef3cc1d875b6e48ad0,0,3.0,0
2,2,266,0,2,6,7,0,2,1,1,1,1,1,1,0,41326,c7bff1d19a3e53bae9e174fdd025ebcd,0,4.0,1
1,8,195,179,2,5,0,0,2,2,1,1,1,1,1,0,41326,0a6dda5fb471f2abece20db3351cc147,0,5.0,3
1,3,307,307,2,1,2,7,2,2,2,1,2,1,1,0,41326,4b07e807c87f0466fa38eb20e03fd384,0,0.0,4
2,10,265,0,1,4,7,0,3,2,1,1,2,2,1,0,41326,075e8525d60f8c2c349b14416ad459f0,0,3.0,3
1,2,307,0,1,1,7,0,2,2,1,1,2,2,1,0,41401,94da9402f94f49d7a86e6cd1ec45433c,0,4.0,2
1,1,307,0,2,1,2,3,2,1,2,2,2,1,6,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,9.0,3
2,12,265,0,2,1,6,7,2,2,2,1,1,1,1,0,41326,9c17c1e11f2ffb5038260a4924f9fc7d,0,2.0,1
2,4,266,0,2,1,3,7,2,2,2,1,2,1,2,0,41326,72da73fe3eec6c512cc04371f97760b5,0,12.0,3
1,15,307,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,3624416482a5363682ecda6d5012f33c,0,6.0,1
2,3,299,0,2,1,6,0,1,1,2,1,2,1,1,0,41330,42bc1e663447f4065df2119f218bd5fb,0,3.0,4
2,1,265,0,2,1,2,4,2,2,2,2,2,1,1,0,41326,581bba958396c9ad12441963d46ca614,0,1.0,4
2,18,266,0,2,2,5,0,2,2,2,2,2,1,1,0,41326,dd2fccf5b64519c9f0c82ba6fef4d176,0,4.0,2
1,2,307,0,2,1,2,7,2,2,2,2,2,1,1,20,41327,7ed6d84e2e6879245e55447aee39c328,0,1.0,3
1,4,307,0,2,2,7,0,2,1,1,3,2,1,1,0,41326,337914b09c2fa5460e195197e994ef98,0,1.0,2
1,48,76,0,1,1,7,0,2,1,1,1,1,2,1,0,41326,f419e95fc2aebcb4513430e3f1560d00,0,4.0,4
1,8,307,0,1,1,0,0,2,2,1,1,1,1,1,0,41326,88a21c30883ab70a93e09035e0a9a754,0,3.0,4
2,2,252,292,2,5,0,0,2,1,2,1,2,1,1,150,41326,d7cfc144e0649ad8e9acc77eec170cd4,0,4.0,1
1,1,307,0,2,1,2,0,1,1,2,2,2,1,2,0,41326,ea14015cfebe796c50ed9effd8429293,0,4.0,4
1,8,307,0,2,1,2,4,2,1,2,2,2,1,1,0,41330,82eca369ffffb30f9cb47d4f2d011356,0,1.0,4
2,5,276,285,2,2,5,0,3,3,1,1,2,1,1,100,41326,d718a8deb57887c6ee18b757484273c8,0,2.0,3
1,8,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41326,bf8c9218f7bd78988fc842871fdef75b,0,2.0,4
2,1,266,0,3,3,4,6,1,1,1,1,2,1,3,0,41326,29d21c8d73c1c4f10395242553a61a7c,0,5.0,3
2,3,297,0,1,1,2,5,3,2,2,2,2,1,1,0,41325,e35c0ee008f42ee7b7b0cebb670b9c15,0,4.0,4
1,24,213,307,2,1,2,7,2,2,2,2,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,3.0,4
2,1,266,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,ec0d11c6c46e275aafe7f1d669641602,0,2.0,2
1,3,307,0,1,2,0,0,2,2,1,1,3,1,1,0,41324,59dd5e67149bb16fade497f16f091194,0,1.0,1
1,8,307,0,2,1,0,0,2,3,3,3,3,1,1,0,41326,eb56700908bde2bca948a76eb4ba47b2,0,5.0,2
2,4,303,0,2,2,3,7,2,1,1,1,2,1,1,0,41326,2e4363f80f02bda5f2f8115b6ce6aef6,0,5.0,2
1,12,60,0,2,3,7,0,1,2,1,1,2,1,1,0,41327,4a9cb6e373c823566969e4a7cadd7708,0,3.0,1
2,11,266,0,2,7,0,0,1,1,1,1,1,1,1,50,41401,8ffce5c58bc69ccac0ceee68ddce6ffd,0,3.0,1
2,4,266,0,1,4,7,0,1,1,2,1,2,1,1,0,41330,2b669278d9858e9537d59e0ab91ff8d1,0,4.0,3
1,8,307,0,2,1,3,0,2,2,1,1,1,1,1,0,41401,1b0585c10b7b54ee0fe5742af3ef1a7f,0,4.0,3
1,2,307,0,1,5,0,0,2,2,3,3,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,1.0,3
2,3,266,0,2,1,0,0,2,1,2,1,2,1,1,0,41326,5526b8bd39dfa5db8baa8de73946171b,0,2.0,2
1,84,97,0,2,2,0,0,3,2,1,1,1,2,1,0,41326,b510da8ae0346201825158f7860ef4cc,0,1.0,4
1,1,307,0,2,2,0,0,2,1,2,2,2,1,3,0,41326,245fcb3f478d4ecba7907eff9c508d74,0,3.0,4
1,2,307,307,1,2,5,0,2,2,2,2,2,1,1,0,41326,25174bb92f7f92ddabe20c6c84e53bb6,0,1.0,4
1,1,307,307,1,3,0,0,2,2,1,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,1.0,3
1,1,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41401,342e8ce93fc1c5430ebd285e3fc3a9b6,1,6.0,2
1,12,307,0,1,4,0,0,2,1,1,1,1,1,1,300,41326,2864803699884df90ac135583b02ec70,0,3.0,4
2,4,262,0,3,1,2,7,2,2,2,2,2,1,3,0,41326,74c32a1bc246204b75218277e44aaf18,0,5.0,3
1,2,307,0,2,1,7,0,2,1,3,3,3,1,1,0,41326,1be9bc35e90d4a85f211f141a2312ebd,0,1.0,2
2,3,266,0,2,1,7,0,2,1,2,1,2,1,1,30,41326,74dabecce4ddb0c4d08892255974496b,0,5.0,1
1,1,307,0,3,1,2,7,1,1,1,1,2,1,3,0,41326,f0124541166e6000e54215914acfcef4,0,3.0,3
1,60,205,0,1,5,0,0,1,3,3,3,2,1,1,0,41401,0fddcc2044ae92f3f70fed837d35e1a6,0,2.0,3
2,0,266,0,1,4,5,0,2,1,2,2,2,1,2,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,10.0,2
1,36,307,0,2,2,0,0,2,1,3,3,2,1,1,0,41324,c510db349504ffe68823c6603c84f838,0,1.0,4
1,1,307,0,3,1,2,7,2,1,2,1,2,1,9,0,41326,5c4c1ad729222ddf7054c0c6858acece,0,8.0,2
1,2,173,307,3,1,2,7,2,1,2,2,2,1,3,0,41401,43369c3b14526482da1edfad9d72ee4b,0,3.0,2
2,48,253,0,2,2,5,7,3,2,1,3,2,1,1,0,41326,9e16f93b372ca53a50a947774a00276d,0,10.0,1
2,2,254,0,2,1,5,7,2,1,2,1,2,1,1,0,41330,493ed4cf91db80f448d2369d64103c6b,0,3.0,3
2,2,266,0,1,1,0,0,1,1,2,2,2,1,1,0,41326,0dff13fc2361e21e8436815d8fd99bea,0,7.0,4
2,1,266,266,3,1,7,0,2,1,1,1,2,1,2,1,41401,9b52af6d48a4521fd01d4028eb5879a3,0,3.0,0
2,12,254,266,3,4,5,6,1,1,2,2,2,1,4,0,41326,0707ce234c1c36aca5849cd360a8d00b,0,2.0,4
2,2,265,0,3,1,6,0,1,2,2,2,2,1,2,0,41326,b2f9bc0d7fd636c7c6ee1d7bc5be7e9e,0,5.0,4
2,4,292,265,2,1,2,7,2,2,2,1,1,1,1,50,41401,9a50c5d66f407a71f04cb6e0ef08c929,0,10.0,3
1,2,307,0,1,5,7,0,2,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,3.0,3
2,12,299,0,1,1,6,0,2,1,2,1,2,1,1,0,41326,7b107e61f7d24a581e46e0abc4d2a7a7,0,3.0,4
1,76,307,307,3,1,3,7,2,1,1,1,2,1,2,0,41326,430c518f96c7cbd27acb5a4184ab54cb,2,3.0,4
1,1,307,0,3,1,2,5,2,2,1,1,2,1,5,0,41401,3ccb2982ee35123cbfcd4dbb54d063dc,0,11.0,1
2,1,265,285,3,1,2,7,1,3,2,2,2,1,2,0,41336,fb5aca801ac108ad082bfd1a9edd2dba,0,1.0,2
2,14,265,0,1,1,5,7,3,2,2,2,2,1,1,0,41401,bc1f3c7db564d97f6c8822f24e97c435,0,5.0,3
1,2,307,0,3,1,2,7,2,1,1,1,2,1,4,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,6.0,2
2,1,243,0,3,1,2,0,1,1,2,2,2,1,3,0,41326,4f3b78b7134573f74fa833beb73829f1,0,3.0,3
1,2,307,0,2,1,0,0,2,2,2,2,2,1,1,0,41326,078ac8242f2afe6f702814bc6d8c7823,0,20.0,2
2,4,301,0,2,1,6,7,2,2,2,2,2,1,1,0,41327,ed3b3064b3918844e55fe487fc0be624,0,1.0,1
2,3,283,0,1,2,7,0,2,1,3,3,3,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,3.0,1
2,2,273,266,1,5,7,0,2,2,3,1,2,1,1,0,41401,20b9bee9908c9204d84f01b848be55eb,0,5.0,1
2,15,285,0,2,2,0,0,2,3,1,1,1,1,1,0,41326,e65573f3343e81963a5504ee1cd6005f,0,1.0,1
2,9,266,0,2,3,0,0,1,1,3,3,2,1,1,1,41326,ed3b58beb15f63132bc0f0cf3d5abf48,0,2.0,4
1,2,307,0,2,5,0,0,2,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,8.0,3
1,2,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41327,76b03c4be0ec1c04b7c6d83e1f36ca69,0,1.0,4
1,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,41330,45ae4e72799ce0f2e3ab4d314a374b61,0,5.0,3
1,1,141,307,2,1,6,0,3,1,2,2,2,1,1,0,41326,9682a137d7681d71352cd2856c0f65c5,0,4.0,1
1,2,307,26,1,1,2,0,3,2,1,1,2,1,1,0,41326,fa90fa5b1ee11c86938398b60abc32cb,0,2.0,2
2,2,266,0,1,7,0,0,1,1,2,2,2,1,1,0,41335,a36aa0b066dc03506560dadb868c4915,0,1.0,2
2,2,292,266,3,1,3,0,1,2,2,2,2,1,3,0,41326,3c0800de21bf2b2350a7afc9da16d1b2,0,8.0,1
2,18,266,0,1,6,7,0,2,1,2,1,1,1,1,0,41401,f529803bddfac1cacf9be19b32c9a523,0,1.0,1
1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,3.0,2
2,6,283,265,2,4,0,0,2,2,2,1,2,1,1,0,41326,c72400110937703db89e8bccdb78e2b2,0,8.0,4
1,4,307,189,1,1,2,0,2,1,3,3,2,1,1,0,41401,8180c2842bebaf1a31ef305f6de35cf0,0,6.0,3
1,36,307,0,2,2,5,7,3,2,2,2,1,1,1,0,41336,d581d43be85c983e9b95a2eaaf0d7a8d,0,1.0,3
1,2,307,307,1,1,0,0,1,1,3,3,3,1,1,0,41326,c7243985de6d21bb5f0c18fb2ee9ec3b,0,5.0,1
1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,3c273b23b297eb71f94efa8eccbc0444,0,4.0,2
2,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,58d3664e24973d4ef1a8c38ff1bf7221,0,2.0,4
2,4,266,0,1,3,7,0,2,1,2,1,2,1,1,0,41401,401b96e4d8cfd7f68678ee5d6e51836a,0,5.0,2
2,12,251,243,1,6,7,0,1,1,3,3,3,2,1,0,41401,376858ca461d35cadc69f3544505579e,0,1.0,3
1,4,109,307,2,2,0,0,2,3,1,1,1,1,1,0,41330,763afda8d98232f676064b103cb01362,0,2.0,4
1,19,307,0,1,3,7,0,3,1,1,1,2,1,1,0,41326,685b502eea3f3ec1be7685484b7f030e,0,5.0,3
2,6,265,283,2,1,2,0,1,2,3,3,3,1,3,0,41326,33f267ded77ed486f4e78ef0d1f57d75,0,0.0,4
1,7,141,307,3,1,7,0,2,1,1,1,1,1,2,0,41326,e62135526c27156b8479420aad166317,0,8.0,3
2,5,266,0,1,4,7,0,2,1,2,1,2,1,1,0,41401,b1bdb665d0400a7499568bb9ebc226c1,0,8.0,2
1,1,307,307,3,1,2,3,2,2,2,2,2,1,9,0,41332,646371624114fe3567b5f487d6651b63,0,3.0,4
2,9,266,0,1,5,7,0,1,1,2,2,2,1,1,0,41326,833bb8d50b616c700e9806d0e0a61626,0,2.0,4
2,2,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,23bd8e98ea6cbc9da9a6b22b032179a0,0,5.0,1
2,2,265,266,3,1,2,6,2,2,2,2,2,1,15,0,41332,ce76aaf67958f38c640beea2a09836cc,0,8.0,4
1,21,103,119,1,1,7,0,3,2,1,1,1,1,1,0,41327,0069ad714b805b38000a9c6e0cb38790,0,1.0,1
1,36,109,0,1,3,0,0,2,2,1,1,3,1,1,0,41332,c992c6f97bb6cfb719fa9ccb3ef6e53b,0,2.0,2
2,8,243,0,2,1,6,0,2,2,2,1,2,1,1,0,41327,4bb1ebb92158078ad54a6bb23c10dffc,0,1.0,1
2,3,292,0,1,1,7,0,1,1,2,2,2,1,1,0,41401,b770bac0ca797cf1433c48a35d30c4cb,0,1.0,2
2,2,266,0,1,6,7,0,2,1,2,1,2,1,1,0,41326,744fa4278196568a18fcf5cd7d324ed2,0,1.0,2
2,6,265,0,2,2,4,7,1,2,1,1,1,1,1,0,41401,638b74ed6b098c239184625b1211ecee,0,2.0,4
2,4,266,306,3,1,7,0,2,1,1,1,2,1,2,0,41326,8a94f02890646dfec6ff5382957e2cd3,1,2.0,3
1,2,307,307,2,1,7,0,2,1,2,2,2,1,1,0,41326,95481e953f8aed9ec3d16fc4509537e8,0,1.0,1
2,4,266,254,2,1,2,3,2,2,2,1,2,1,1,0,41401,90569c3f7cb0af35cba5dac82c0ac9d7,0,1.0,3
2,2,266,0,1,1,0,0,2,1,2,2,2,1,1,0,41326,dc51b21ebd3625e862bbd05865ebd3fe,0,2.0,1
2,12,265,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,ed71a1eeddcb2b5fb8bf1b6fcb9fa173,0,1.0,3
1,72,307,0,2,1,0,0,2,1,3,1,2,2,1,0,41326,f9ffa260c83e0afbe5594e6b9f2260aa,0,4.0,3
2,1,299,0,3,1,2,7,1,1,2,2,2,1,4,0,41326,ca82c58bc429058e32858399e9019d35,0,2.0,1
2,3,266,0,2,7,0,0,1,1,1,1,2,1,1,0,41401,2c711fc92ce10361f5b624d5a9c1e139,0,3.0,1
2,0,299,0,3,1,5,7,2,1,2,2,2,1,3,0,41326,253ffb8e460b67e342023a5563fb2e3c,0,9.0,1
2,16,266,0,2,1,7,0,3,1,2,2,2,1,1,0,41326,897ec1321c30f8d7f95e7f1dc04fa53c,0,5.0,3
1,6,307,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,37237ca3633d20c004ec76c0c2ddb4b7,0,3.0,4
2,16,264,0,1,6,0,0,3,3,1,1,3,1,1,0,41332,01aa3be5d2c6ea82371b751697d77923,0,2.0,4
2,11,266,0,2,1,4,7,2,1,1,1,1,1,1,0,41326,6bfda2d18fa6cf8f571d5d7338b7da43,0,11.0,2
1,3,307,307,1,2,7,0,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,5.0,3
1,60,205,0,1,2,7,0,2,2,3,3,3,1,1,0,41401,57f1b444764221cb6eb71dca361669e5,0,2.0,2
1,36,307,0,1,2,0,0,2,1,1,1,2,1,5,0,41326,2147467fcd35e7a3bc23b9edcffc5702,0,1.0,4
2,4,303,265,2,2,5,6,2,2,1,1,2,1,1,0,41326,cf0355c8b9249b3c8fefdb67d91df147,1,7.0,2
1,12,307,307,2,2,7,0,2,1,1,1,1,1,1,0,41326,6004bcefda27db7dcb37f8444035f80b,0,1.0,4
2,3,266,0,1,4,0,0,1,1,2,2,2,1,1,0,41401,12c5a94300d966f460d41283ad167049,2,7.0,1
2,5,266,0,2,1,2,6,2,1,2,2,2,1,1,0,41401,5ae7fc4eea44360f22dc72156470e248,0,1.0,2
1,36,179,0,1,5,0,0,1,2,1,3,1,1,1,200,41401,04d3f1e88246ce3bdb0d8c6d0b2db219,0,3.0,1
1,12,141,109,2,1,3,0,3,2,1,1,1,1,1,0,41326,72da73fe3eec6c512cc04371f97760b5,0,6.0,2
1,22,20,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,8b22464e5308469febf25955bc8a85fa,0,3.0,2
2,6,292,0,3,2,6,7,2,2,1,1,1,1,2,0,41401,0ecb76839a5abbb008b1149b80edf696,0,5.0,2
2,2,266,0,1,1,6,0,1,1,2,2,2,1,1,0,41401,5c21953484a8baed807c0152398448bb,0,3.0,1
2,4,265,0,1,2,5,0,1,2,2,1,2,1,1,0,41326,23179cd0350f87314b0683bf9bd1d033,0,2.0,2
2,1,289,265,3,6,0,0,1,2,2,2,2,1,4,0,41325,0ca976662b676096cecd87f92ada764a,0,0.0,4
2,24,243,243,3,2,7,0,2,2,2,1,3,1,4,0,41401,500a611cc41cd18111b7dfe855cd8857,0,4.0,4
1,2,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,245fcb3f478d4ecba7907eff9c508d74,0,4.0,1
1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,2.0,4
1,12,218,307,1,2,5,0,2,1,1,1,1,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,4.0,3
1,3,307,0,2,2,5,0,2,1,1,1,2,1,1,0,41326,c6e7768f24c297fb3b2c341286f95320,1,2.0,1
2,2,292,265,1,5,6,7,2,2,2,1,2,1,1,0,41326,923ad6932f839578a094df4685befdce,0,1.0,1
1,3,307,0,1,2,7,0,2,1,1,1,2,1,2,0,41326,ff97343d7109e29d1cb1d0013af3b350,0,2.0,2
1,36,205,195,1,1,2,6,1,2,1,1,2,1,1,0,41336,910667dedaf1fe29ea9c9c2aee0830fd,0,0.0,4
2,6,266,0,1,5,0,0,2,1,1,1,2,1,1,0,41326,dd5466a2f993d1346188fe1f8afa262e,0,4.0,1
2,1,266,299,1,1,6,7,2,1,2,1,2,1,1,30,41326,e62135526c27156b8479420aad166317,0,6.0,2
1,3,307,117,3,1,2,7,2,1,2,2,2,1,4,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,4.0,4
1,48,103,103,2,1,2,0,3,3,1,1,1,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,3.0,3
1,2,307,117,1,1,2,7,2,1,1,1,2,1,1,0,41326,aa66486163b6cbc25ea62a34b11c9b91,0,7.0,2
1,1,307,0,3,2,0,0,1,1,2,2,2,1,5,0,41326,5fdf066a5a4516cc08000c25830f5bc6,0,0.0,4
2,4,266,0,2,5,0,0,1,1,2,2,2,2,1,0,41326,6612ac86f8e0b9566a4e7e93187f6712,0,1.0,4
1,6,307,200,2,2,0,0,2,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,2.0,4
2,3,266,0,1,5,6,7,2,1,1,2,2,1,2,0,41401,9a8ac7b49a135269915aa9473af7e5af,0,5.0,1
2,2,265,0,1,2,6,7,2,2,2,2,2,1,1,0,41326,97af414830bf7bfdd804f382c407a77b,0,1.0,1
2,4,266,0,1,3,7,0,1,1,2,1,2,1,1,0,41401,2c711fc92ce10361f5b624d5a9c1e139,0,4.0,3
1,1,307,0,2,1,0,0,3,1,2,1,2,1,1,0,41401,0d53d08c827fce7c33bbb18c26241a6f,0,3.0,4
1,0,179,0,1,5,0,0,2,2,3,3,3,1,1,0,41401,4fbd4d03fc02ef1be7dae54a125ab47d,0,5.0,1
2,1,266,0,2,2,5,7,1,1,2,2,2,1,1,0,41336,cda9cadac8f524c705970b4ceccf2e5a,0,4.0,3
2,1,266,0,1,1,6,7,2,1,3,1,2,1,1,0,41326,4d3db5b2fb9990f38570972a2e10e75d,0,2.0,1
